date,buy_volume,final_volume
23/03/2014,0,9900
24/03/2014,0,8248
25/03/2014,3000,9809
26/03/2014,5000,13583
27/03/2014,0,11915
28/03/2014,0,10235
29/03/2014,0,9314
30/03/2014,0,9026
31/03/2014,0,7463
01/04/2014,5000,11079
02/04/2014,4000,14149
03/04/2014,0,12154
04/04/2014,0,10251
05/04/2014,0,9311
06/04/2014,0,8939
07/04/2014,3000,8564
08/04/2014,0,6370
09/04/2014,7000,12110
10/04/2014,0,10388
11/04/2014,4000,12761
12/04/2014,0,11935
13/04/2014,0,11449
14/04/2014,3000,12016
15/04/2014,0,10448
16/04/2014,0,8648
17/04/2014,3000,10116
18/04/2014,0,9405
19/04/2014,5000,13529
20/04/2014,0,13054
21/04/2014,0,12320
22/04/2014,0,9775
23/04/2014,0,8237
24/04/2014,7000,13722
25/04/2014,0,11519
26/04/2014,0,10869
27/04/2014,0,10590
28/04/2014,0,8426
29/04/2014,5000,12240
30/04/2014,0,10171
01/05/2014,0,9662
02/05/2014,3000,11239
03/05/2014,0,10259
04/05/2014,0,9812
05/05/2014,5000,13108
06/05/2014,0,11459
07/05/2014,3000,12852
08/05/2014,0,11321
09/05/2014,0,9485
10/05/2014,0,8177
11/05/2014,0,7567
12/05/2014,6000,11949
13/05/2014,0,10235
14/05/2014,0,8599
15/05/2014,5000,11507
16/05/2014,3000,12778
17/05/2014,0,12009
18/05/2014,0,11376
19/05/2014,0,9828
20/05/2014,5000,13082
21/05/2014,0,11112
22/05/2014,0,9357
23/05/2014,5000,12644
24/05/2014,0,11535
25/05/2014,0,11028
26/05/2014,0,8789
27/05/2014,4000,11271
28/05/2014,0,9911
29/05/2014,5000,13713
30/05/2014,0,12191
31/05/2014,0,11265
01/06/2014,0,10280
02/06/2014,0,8830
03/06/2014,6000,13106
04/06/2014,0,11242
05/06/2014,3000,12576
06/06/2014,0,10836
07/06/2014,0,9686
08/06/2014,0,9303
09/06/2014,0,8095
10/06/2014,0,6686
11/06/2014,5000,10201
12/06/2014,0,9590
13/06/2014,5000,13127
14/06/2014,0,11610
15/06/2014,0,11104
16/06/2014,0,8963
17/06/2014,0,8275
18/06/2014,5000,12061
19/06/2014,0,11609
20/06/2014,4000,14208
21/06/2014,0,12837
22/06/2014,0,12469
23/06/2014,0,11494
24/06/2014,0,9694
25/06/2014,5000,13270
26/06/2014,0,11659
27/06/2014,3000,13274
28/06/2014,0,12851
29/06/2014,0,12508
30/06/2014,0,11081
01/07/2014,0,9841
02/07/2014,5000,13382
03/07/2014,0,12230
04/07/2014,3000,14445
05/07/2014,0,13509
06/07/2014,0,13066
07/07/2014,0,10871
08/07/2014,0,9753
09/07/2014,0,9094
10/07/2014,5000,12836
11/07/2014,0,11449
12/07/2014,3000,13698
13/07/2014,0,13225
14/07/2014,0,12318
15/07/2014,0,11479
16/07/2014,0,10535
17/07/2014,0,9343
18/07/2014,5000,13660
19/07/2014,0,12845
20/07/2014,0,12559
21/07/2014,0,11582
22/07/2014,3000,13218
23/07/2014,0,11572
24/07/2014,3000,13332
25/07/2014,0,12001
26/07/2014,0,11201
27/07/2014,0,10900
28/07/2014,0,9804
29/07/2014,4000,12893
30/07/2014,0,11833
31/07/2014,3000,13567
01/08/2014,0,12352
02/08/2014,0,11552
03/08/2014,0,10979
04/08/2014,0,9587
05/08/2014,5000,12744
06/08/2014,0,11086
07/08/2014,0,9649
08/08/2014,5000,13336
09/08/2014,0,12176
10/08/2014,0,11567
11/08/2014,0,9769
12/08/2014,0,8729
13/08/2014,5000,11942
14/08/2014,0,10807
15/08/2014,0,9598
16/08/2014,5000,13699
17/08/2014,0,13350
18/08/2014,0,12230
19/08/2014,0,11092
20/08/2014,0,9898
21/08/2014,0,8972
22/08/2014,5000,12488
23/08/2014,0,11611
24/08/2014,0,11301
25/08/2014,0,10129
26/08/2014,0,9086
27/08/2014,0,7855
28/08/2014,5000,11609
29/08/2014,0,10608
30/08/2014,0,9758
31/08/2014,0,9130
01/09/2014,5000,12479
02/09/2014,0,11441
03/09/2014,0,9574
04/09/2014,0,8540
05/09/2014,5000,12242
06/09/2014,0,11228
07/09/2014,0,10961
08/09/2014,0,10150
09/09/2014,0,8835
10/09/2014,0,7293
11/09/2014,5000,11051
12/09/2014,0,9805
13/09/2014,0,9044
14/09/2014,0,8754
15/09/2014,0,7198
16/09/2014,5000,11186
17/09/2014,0,9638
18/09/2014,5000,13181
19/09/2014,0,11672
20/09/2014,0,10866
21/09/2014,0,10472
22/09/2014,0,9290
23/09/2014,5000,12737
24/09/2014,0,11229
25/09/2014,0,9654
26/09/2014,0,7583
27/09/2014,0,6375
28/09/2014,0,6048
29/09/2014,5000,10095
30/09/2014,0,8893
01/10/2014,0,7580
02/10/2014,0,6012
03/10/2014,7000,11751
04/10/2014,0,10431
05/10/2014,0,10002
06/10/2014,0,8751
07/10/2014,5000,12472
08/10/2014,0,11237
09/10/2014,0,9769
10/10/2014,5000,13089
11/10/2014,0,12028
12/10/2014,0,11694
13/10/2014,0,10272
14/10/2014,0,8697
15/10/2014,0,7134
16/10/2014,0,5581
17/10/2014,6000,10084
18/10/2014,0,9535
19/10/2014,0,9255
20/10/2014,5000,12666
21/10/2014,0,11290
22/10/2014,3000,12805
23/10/2014,0,11086
24/10/2014,0,9542
25/10/2014,0,8671
26/10/2014,0,8167
27/10/2014,5000,11659
28/10/2014,0,10398
29/10/2014,5000,14244
30/10/2014,0,13143
31/10/2014,0,11957
01/11/2014,0,10955
02/11/2014,0,10291
03/11/2014,0,8825
04/11/2014,0,6970
05/11/2014,5000,10356
06/11/2014,0,8705
07/11/2014,0,7148
08/11/2014,5000,11021
09/11/2014,0,10509
10/11/2014,0,8855
11/11/2014,5000,12403
12/11/2014,0,10828
13/11/2014,0,9424
14/11/2014,5000,13024
15/11/2014,0,11945
16/11/2014,0,11539
17/11/2014,0,9587
18/11/2014,5000,13218
19/11/2014,0,11662
20/11/2014,0,10370
21/11/2014,0,8680
22/11/2014,0,6820
23/11/2014,0,6230
24/11/2014,5000,9308
25/11/2014,5000,13190
26/11/2014,0,11791
27/11/2014,0,9948
28/11/2014,0,7715
29/11/2014,5000,11477
30/11/2014,0,10717
01/12/2014,0,9233
02/12/2014,5000,13021
03/12/2014,0,11584
04/12/2014,0,9584
05/12/2014,0,7869
06/12/2014,0,5833
07/12/2014,0,5157
08/12/2014,5000,8288
09/12/2014,0,6225
10/12/2014,5000,9432
11/12/2014,5000,12693
12/12/2014,0,10951
13/12/2014,0,9544
14/12/2014,0,8933
15/12/2014,0,7068
16/12/2014,5000,10259
17/12/2014,0,8113
18/12/2014,0,6617
19/12/2014,8000,13081
20/12/2014,0,11777
21/12/2014,0,11354
22/12/2014,0,9429
23/12/2014,5000,12907
24/12/2014,0,11786
25/12/2014,0,11507
26/12/2014,0,10668
27/12/2014,0,9644
28/12/2014,0,9325
29/12/2014,0,7580
30/12/2014,3000,8991
31/12/2014,0,8459
01/01/2015,0,8232
02/01/2015,5000,11937
03/01/2015,0,10771
04/01/2015,0,10448
05/01/2015,0,8445
06/01/2015,0,6419
07/01/2015,0,5033
08/01/2015,10000,13467
09/01/2015,0,12199
10/01/2015,0,11015
11/01/2015,0,10818
12/01/2015,0,8710
13/01/2015,0,6638
14/01/2015,5000,10121
15/01/2015,5000,12700
16/01/2015,0,11010
17/01/2015,0,10084
18/01/2015,0,9737
19/01/2015,3000,10567
20/01/2015,0,8762
21/01/2015,0,7312
22/01/2015,5000,10409
23/01/2015,5000,13543
24/01/2015,0,12489
25/01/2015,0,12122
26/01/2015,0,9887
27/01/2015,3000,10372
28/01/2015,0,7813
29/01/2015,5000,10691
30/01/2015,5000,14155
31/01/2015,0,13167
01/02/2015,0,12747
02/02/2015,0,10012
03/02/2015,0,7658
04/02/2015,5000,10348
05/02/2015,0,8132
06/02/2015,5000,11183
07/02/2015,0,9346
08/02/2015,0,8664
